Titel,Datum,Plaats van publicatie,Publicatie,Publicatietype,Lengte,Sectie,Lengte.1,Landen,Auteur,Agg-copyright,Cite,Bedrijf,Titel.1,Hlead,Publicatie.1,Publicatietype.1,Pub-copyright,Weergeven,Termen,Ticker,Hyperlink,Source,Publicatie_unique,Article_ID
"Film The Danish Girl SBS 9, 20.30-22.50u.",2020-10-06,International,NRC,News,90,DE GIDS;Blz. 10,90,"Netherlands, Kingdom of the",,,,,"Film The Danish Girl SBS 9, 20.30-22.50u.","Film The Danish Girl SBS 9, 20.30-22.50u. (Tom Hooper, 2015). Dubbelportret van het Deense kunstenaarsechtpaar Gerda (Alicia Vikander) en Einar Wegener/Lili Elbe (Eddie Redmayne), dat bekend werd door de portretten die Gerda een eeuw geleden van haar echtgenoot in vrouwengedaante schilderde. Maar vooral door het feit dat Einar/Lili voor zover bekend de eerste was die een geslachtsveranderende operatie onderging. The Danish Girl wekt de indruk dat het transgenderisme van Lili Elbe vooral een uiterlijke zaak was, terwijl het in werkelijkheid zo veel gecompliceerder was. Link naar PDF",NRC.NEXT,Krant,,,,,https://advance.lexis.com/api/document?collection=news&id=urn:contentItem:610R-6BN1-DYMH-R0P7-00000-00&context=1519360&sourcegroupingtype=G,NRC 2019-2021 hele sample.XLSX,NRC,2916
Sloop Poolse rechtsstaat raakt lhbti hard,2020-10-19,International,NRC.nl,News,1076,,1076,"Netherlands, Kingdom of the",Emilie van Outeren,,,,Sloop Poolse rechtsstaat raakt lhbti hard,"Sloop Poolse rechtsstaat raakt lhbti hard Mensenrechtenadvocaat Adam Bodnar ziet Polen radicaal veranderen. „De haatcampagne tegen lhbti’ers is de Heilige Graal.” Een transvrouw, Joanna genoemd, won vorige maand een baanbrekende rechtszaak voor het districtshof in Warschau . Met steun van de Nationale Ombudsman vocht zij aan dat het beveiligingsbedrijf waar ze zou gaan werken haar dwong een mannenuniform te dragen. Het hof gaf Joanna gelijk: de werkgever discrimineerde. Dat zij het in Polen ingewikkelde proces om juridisch van geslacht te veranderen nog niet voltooid had, was geen legitiem excuus. Het oordeel is om twee redenen gedenkwaardig, zegt ombudsman Adam Bodnar in een interview. „Het is een cruciale uitspraak voor de positie van transgenders. En het bewijst dat de meeste rechters ondanks – of misschien wel mede dankzij – de politieke druk, aan de goede kant van de geschiedenis staan.”",NRC.nl,Web Publication,,,,,https://advance.lexis.com/api/document?collection=news&id=urn:contentItem:613M-1FT1-JBNH-J3TR-00000-00&context=1519360&sourcegroupingtype=G,NRC 2019-2021 hele sample.XLSX,NRC,2920
De Volkskrant film- en tv-tips voor dinsdag 6 oktober,2020-10-05,International,De Volkskrant.nl,News,757,,757,"Netherlands, Kingdom of the",Berend Jan Bockting,,,,De Volkskrant film- en tv-tips voor dinsdag 6 oktober,"De Volkskrant film- en tv-tips voor dinsdag 6 oktober Elke dag tipt de redactie van de Volkskrant de beste programma’s en films op televisie. Dit zijn die van dinsdag. The Danish Girl SBS 9, 20.30 uur (Drama, Tom Hooper, 2015) Kostuumdrama gebaseerd op de gelijknamige roman uit 2000 van de Amerikaanse schrijver David Ebershoff, een grotendeels gefictionaliseerd relaas van een transvrouw die als een van ‘s werelds eersten een geslachtsoperatie onderging. Regisseur Tom Hooper (The King’s Speech) duikt op fraaie wijze in de binnenwereld van de androgyne Deense landschapsschilder Einar Wegener (Eddie Redmayne), die zijn identiteit verkent terwijl hij zich laat schilderen door zijn vrouw Gerda (Alicia Vikander). Wat begint als een spel, in Kopenhagen anno 1926, wordt een zoektocht naar een nieuwe vorm van zijn. Beide hoofdrolspelers schitteren, al kunnen ze niet voorkomen dat The Danish Girl gaandeweg transformeert van existentieel portret tot geboetseerd melodrama.",De Volkskrant.nl,Web Publicatie,,,,,https://advance.lexis.com/api/document?collection=news&id=urn:contentItem:610R-G3V1-DY0X-93CV-00000-00&context=1519360&sourcegroupingtype=G,Volkskrant 2019-2021 hele sample.XLSX,Volkskrant,1051
Film en televisietips,2020-10-06,International,de Volkskrant,News,753,"V RTV;Blz. 14, 15",753,"Netherlands, Kingdom of the",,,,,Film en televisietips,"Film en televisietips BEREND JAN BOCKTING; JORRIT VAN BROEKHOVEN DRAMA (Tom Hooper, 2015) Kostuumdrama gebaseerd op de gelijknamige roman uit 2000 van de Amerikaanse schrijver David Ebershoff, over een transvrouw die als een van de eersten ter wereld een geslachtsoperatie onderging. Regisseur Tom Hooper (The King's Speech) duikt in de binnenwereld van de androgyne Deense schilder Einar Wegener (Eddie Redmayne), die zijn identiteit verkent terwijl zijn vrouw Gerda (Alicia Vikander) hem schildert. Wat begint als een spel, in Kopenhagen anno 1926, wordt een zoektocht naar een nieuwe vorm van zijn. De hoofdrolspelers schitteren, al kunnen ze niet voorkomen dat de film transformeert van existentieel portret tot geboetseerd melodrama. SBS 9, 20.30 uur REPORTAGE Omroep MAX sluit het seizoen van De kunstdetective af met een aflevering waarin Arthur Brand op zoek gaat naar een gestolen werk van Vincent van Gogh. Afgelopen voorjaar werd het schilderij Lentetuin, uit Van Goghs Nuenense periode, door dieven geroofd uit museum Singer Laren. Twee maanden later circuleerden er raadselachtige foto's van het schilderij in het criminele milieu. Op een van de foto's ligt het werk naast een exemplaar van The New York Times, waarin een interview met Brand staat. Proberen de dieven de kunstdetective uit te dagen? NPO 2, 20.35 uur REPORTAGE",de Volkskrant,Krant,,,,,https://advance.lexis.com/api/document?collection=news&id=urn:contentItem:610M-VH61-JC8X-62KX-00000-00&context=1519360&sourcegroupingtype=G,Volkskrant 2019-2021 hele sample.XLSX,Volkskrant,1052
Hengelose schrijfster Marieke Nijkamp: ‘Weer een puzzelstukje van wie ik ben’,2020-11-03,International,AD/Algemeen Dagblad.nl,News,924,,924,"Netherlands, Kingdom of the",Theo Hakkert,,,,Hengelose schrijfster Marieke Nijkamp: ‘Weer een puzzelstukje van wie ik ben’,"Hengelose schrijfster Marieke Nijkamp: ‘Weer een puzzelstukje van wie ik ben’ Marieke Nijkamp herkent identiteit in non-binair en voert non-binair personage op in nieuwe romanHENGELO - Schrijfster Marieke Nijkamp herkende haar identiteit toen ze het woord non-binair las: geen vrouw of man, ergens op het brede spectrum daar tussenin. „Het verklaart hoe ik me voel.” Zo’n anderhalf jaar geleden was het mooi geweest. „Ik kon mijn werk er niet meer bij hebben als hobby”, zegt Marieke Nijkamp schertsend. Ze gaf haar baan bij de Regio Twente op om fulltime schrijver te worden. „Het paste niet meer bij elkaar. Ik ging alleen schrijven, kijken wat daarvan zou komen. Lukte het niet, dan had ik het in ieder geval geprobeerd. En nu kan ik zeggen: ik geniet er dagelijks van.” Een stap die een andere verantwoordelijkheid met zich meebrengt. „Het risico zit erin dat je het eerste jaar overal ja tegen zegt. Ik had geen salarisstrook om op terug te vallen. Gelukkig loopt het, ondanks de toestand met corona, prima. Ik heb nu weer de balans terug om te kunnen schrijven om het schrijven. Zonder angst of ik volgende week wel kan eten.” Marieke Nijkamp (34) is de Hengelose schrijfster die vier jaar geleden, terwijl in de boekenwereld niemand haar kende, een New York Times #1 bestseller wist te scoren met This is Where it Ends.",AD/Algemeen Dagblad.nl,Web Publicatie,,,,,https://advance.lexis.com/api/document?collection=news&id=urn:contentItem:616R-RCB1-JBHV-K1X9-00000-00&context=1519360&sourcegroupingtype=G,AD 2019-2021 hele sample.XLSX,Algemeen Dagblad,651
Nú al historische verkiezingen: transgender (30) in senaat Delaware,2020-11-04,International,AD/Algemeen Dagblad.nl,News,242,,242,"Netherlands, Kingdom of the",Sebastiaan Quekel,,,,Nú al historische verkiezingen: transgender (30) in senaat Delaware,"Nú al historische verkiezingen: transgender (30) in senaat Delaware Voor het eerst in de geschiedenis van de Verenigde Staten is een transgender verkozen tot state senator. De 30-jarige Sarah McBride veroverde een zetel in de Amerikaanse staat Delaware . Hiermee is ze de hoogste functionaris in het land die openlijk een trans persoon is. ,,Ik hoop dat vanavond een LGBTQ-kind ziet dat onze democratie ook voor hen groot genoeg is”, meldt een trotse McBride op Twitter.",AD/Algemeen Dagblad.nl,Web Publicatie,,,,,https://advance.lexis.com/api/document?collection=news&id=urn:contentItem:616X-PW71-JBHV-K2TM-00000-00&context=1519360&sourcegroupingtype=G,AD 2019-2021 hele sample.XLSX,Algemeen Dagblad,652
Radboud Universiteit zonder bisschoppen Onderwijs De Radboud is straks niet meer katholiek,2020-11-02,International,NRC,News,1527,VOORPAGINA;Blz. 1,1527,"Netherlands, Kingdom of the",Patricia Veldhuis,,,,Radboud Universiteit zonder bisschoppen Onderwijs De Radboud is straks niet meer katholiek,"Radboud Universiteit zonder bisschoppen Onderwijs De Radboud is straks niet meer katholiek ABSTRACT Universiteit De Nijmeegse Radboud Universiteit en het ziekenhuis zijn niet langer katholiek na een harde botsing met de bisschoppen. Na jarenlang bestuurlijk gesteggel sneden de bisschoppen de banden door. ,,Uw kinderen zijn niet gedoopt"", hoorde Wim van der Meeren tijdens zijn sollicitatiegesprek voor de functie van voorzitter van het stichtingsbestuur van de Radboud Universiteit en het Radboudumc. En hoe dacht hij trouwens over de komst van een transgendercentrum naar Nijmegen? Van der Meeren, oud-voorzitter van de raad van bestuur van zorgverzekeraar CZ, had daar geen bezwaar tegen, zei hij. ,,Dat was dus niet het goede antwoord"", vertelt hij achteraf. De bisschoppen die benoemingen in het stichtingsbestuur moeten goedkeuren, wezen hem af. Hetzelfde lot trof Geert ten Dam, de huidige collegevoorzitter van de Universiteit van Amsterdam. Ook zij werd een paar jaar geleden voorgedragen als bestuurslid van het Nijmeegse stichtingsbestuur. In een gesprek met de bisschop van Haarlem ging het al snel over het feit dat ze weliswaar voor de wet, maar niet voor de kérk was getrouwd. Ook haar benoeming kon om die reden niet doorgaan. ,,Ik kreeg het aanbod om alsnog voor de kerk te trouwen"", zegt Ten Dam. Lachend: ,,Daar hebben we geen gebruik van gemaakt.""",NRC.NEXT,Krant,,,,,https://advance.lexis.com/api/document?collection=news&id=urn:contentItem:616G-JXM1-DYMH-R003-00000-00&context=1519360&sourcegroupingtype=G,NRC 2019-2021 hele sample.XLSX,NRC,2924
"Gouden Kwenen? Ja, maar wel graag heel veel",2020-11-24,International,NRC.nl,News,526,,526,"Netherlands, Kingdom of the",Coen van Zwol,,,,"Gouden Kwenen? Ja, maar wel graag heel veel","Gouden Kwenen? Ja, maar wel graag heel veel Genderneutrale Gouden Kalveren? Coen van Zwol is voor – mits het prijzenfestival het voorbeeld van de Grammy’s volgt: een prijzenregen waar iedereen wint. Worden de Gouden Kalveren genderneutraal? Onlangs kregen leden van de Dutch Academy per enquête de vraag voorgelegd of de Nederlandse filmprijzen voor beste acteur en actrice niet beter kunnen worden vervangen door beste acteur, m/v.",NRC.nl,Web Publication,,,,,https://advance.lexis.com/api/document?collection=news&id=urn:contentItem:61C9-4R81-DY4K-8447-00000-00&context=1519360&sourcegroupingtype=G,NRC 2019-2021 hele sample.XLSX,NRC,2930
Eerste twee transgenders gekozen in Amerika,2020-11-04,International,De Telegraaf.nl,News,220,BUITENLAND,220,"Netherlands, Kingdom of the",,,,,Eerste twee transgenders gekozen in Amerika,Eerste twee transgenders gekozen in Amerika Twee Democratische transpersonen zijn gekozen als volksvertegenwoordigers in de staten Delaware en Vermont . Daarmee zijn zij de eerste openlijke transgenders met een belangrijke politieke functie in hun staat.,De Telegraaf.nl,Web Publicatie,,,,,https://advance.lexis.com/api/document?collection=news&id=urn:contentItem:616X-Y371-JBNJ-242P-00000-00&context=1519360&sourcegroupingtype=G,Telegraaf 2019-2021 hele sample.XLSX,Telegraaf,2660
Turkse transgender doodgestoken in Utrecht,2020-11-13,International,De Telegraaf.nl,News,334,BINNENLAND; FRONTPAGE,334,"Netherlands, Kingdom of the",,,,,Turkse transgender doodgestoken in Utrecht,"Turkse transgender doodgestoken in Utrecht De vrouw die in de nacht van dinsdag op woensdag is doodgestoken in een woning in Utrecht , is Özge Bilir, een 25-jarige transgendervrouw uit Turkije. Het gaat om het eerste dodelijke transgenderslachtoffer in Nederland dit jaar, bevestigt Trans United Europe. Volgens vrienden en bekenden is de ex-vriend de aangehouden verdachte. De politie wil er niks over kwijt en houdt het op een bekende van het slachtoffer.",De Telegraaf.nl,Web Publicatie,,,,,https://advance.lexis.com/api/document?collection=news&id=urn:contentItem:618X-9N31-JBNJ-20RF-00000-00&context=1519360&sourcegroupingtype=G,Telegraaf 2019-2021 hele sample.XLSX,Telegraaf,2661
De Volkskrant-tv-selectie voor dinsdag 17 november,2020-11-16,International,De Volkskrant.nl,News,727,,727,"Netherlands, Kingdom of the","Berend Jan Bockting, Jorrit van Broekhoven",,,,De Volkskrant-tv-selectie voor dinsdag 17 november,"De Volkskrant-tv-selectie voor dinsdag 17 november Elke dag tipt de redactie van de Volkskrant de beste programma’s en films op televisie. Dit zijn die van dinsdag. Der Staat gegen Fritz Bauer Arte, 13.45 uur (Lars Kraume, 2015) Noest historisch drama concentreert zich op de periode waarin procureur-generaal Fritz Bauer (1903-1968) achter SS’er Adolf Eichmann aan zat. De film ontleent zijn spanning nauwelijks aan de vraag of Eichmann al dan niet wordt opgepakt – die geschiedenis wordt als bekend verondersteld. De makers zijn eerder geïnteresseerd in de cruciale, tot op heden weinig benadrukte rol die Bauer in Eichmanns arrestatie speelde. Burghart Klaußner maakt van Bauer een werkverslaafde, kettingrokende en eigenlijk onuitstaanbare knorrepot, die desondanks sympathie wekt met zijn sarcastische opmerkingen en excentrieke trekjes.",De Volkskrant.nl,Web Publicatie,,,,,https://advance.lexis.com/api/document?collection=news&id=urn:contentItem:619J-GY81-DY0X-9368-00000-00&context=1519360&sourcegroupingtype=G,Volkskrant 2019-2021 hele sample.XLSX,Volkskrant,1066
Twitteraars woedend op komiek John Cleese,2020-11-24,International,de Volkskrant,News,122,V;Blz. 3,122,"Netherlands, Kingdom of the",,,,,Twitteraars woedend op komiek John Cleese,Twitteraars woedend op komiek John Cleese Kort - Media Komiek John Cleese heeft zich de woede op de hals gehaald van een aantal twitteraars. De Brit schreef zondag onder meer dat hij niet zoveel interesse had zich uit te laten over transgenders en grapte dat hij zich diep van binnen een Cambodjaanse politievrouw voelde. De ophef begon toen iemand een tweet van Cleese aanhaalde waarin hij zijn steun uitsprak voor J.K. Rowling. De Harry Potter-auteur werd eerder dit jaar beschuldigd van transfobie om haar uitspraak dat ze niet wil dat genderidentiteit het idee vervangt van een biologisch bepaalde sekse. Daarop ontstond een discussie. Cleese concludeerde dat hij wel even klaar was met het 'complete gebrek aan humor' op Twitter .,de Volkskrant,Krant,,,,,https://advance.lexis.com/api/document?collection=news&id=urn:contentItem:61C5-M581-DYRY-X36X-00000-00&context=1519360&sourcegroupingtype=G,Volkskrant 2019-2021 hele sample.XLSX,Volkskrant,1068
Excuus voor transgenders,2020-12-01,International,AD/Algemeen Dagblad,News,83,Nieuwsdienst;Blz. 7,83,"Netherlands, Kingdom of the",,,,,Excuus voor transgenders,"Excuus voor transgenders Het kabinet heeft excuses gemaakt voor de oude Transgenderwet, die van 1985 tot 2014 van kracht was. Transgender personen die de geslachtsregistratie in hun geboortecertificaat aangepast wilden zien, moesten eerst een fysieke transitie en onomkeerbare sterilisatie ondergaan. Het kabinet komt met een tegemoetkoming van 5000 euro voor mensen die een transitie ondergingen, toen de wet gold. Het Transgendercollectief spande in 2019 een zaak aan tegen de Staat. Bekijk de oorspronkelijke pagina: pagina 7",AD/Algemeen Dagblad,Krant,,,,,https://advance.lexis.com/api/document?collection=news&id=urn:contentItem:61DN-H7M1-DYRY-X3M5-00000-00&context=1519360&sourcegroupingtype=G,AD 2019-2021 hele sample.XLSX,Algemeen Dagblad,657
Hollywood prijst coming-out Elliot Page: ‘Je hebt deze wereld toleranter en liefdevoller gemaakt’,2020-12-02,International,AD/Algemeen Dagblad.nl,News,278,,278,"Netherlands, Kingdom of the",Showredactie,,,,Hollywood prijst coming-out Elliot Page: ‘Je hebt deze wereld toleranter en liefdevoller gemaakt’,"Hollywood prijst coming-out Elliot Page: ‘Je hebt deze wereld toleranter en liefdevoller gemaakt’ De coming-out van Elliot Page is door collega’s en vrienden zeer positief en liefdevol ontvangen. Page maakte via een post op sociale media bekend voortaan als ‘hij’ en ‘hem’ aangesproken te willen worden, al noemt Elliot zichzelf non-binair. Wat inhoudt dat hij zich noch als vrouw, noch als man identificeert. De moed van Page dit publiekelijk te delen wordt volop geprezen.",AD/Algemeen Dagblad.nl,Web Publicatie,,,,,https://advance.lexis.com/api/document?collection=news&id=urn:contentItem:61DY-J3M1-JBHV-K0NF-00000-00&context=1519360&sourcegroupingtype=G,AD 2019-2021 hele sample.XLSX,Algemeen Dagblad,662
Het leed moet nu aan het licht komen',2020-12-04,International,NRC Handelsblad,News,1031,IN HET NIEUWS;Blz. 2,1031,"Netherlands, Kingdom of the",Anne-Martijn van der Kaaden,,,,Het leed moet nu aan het licht komen',"Het leed moet nu aan het licht komen' ABSTRACT Interview Sem transgender Sem (29) voelt erkenning nu het kabinet excuses heeft gemaakt voor de oude wet over transgenders. ,,Ik had geen keuze."" 'Ik heb ooit een aflevering van Klokhuis gezien over hoe een depressie werkt. Ze lieten het zien aan de hand van geluidjes: je had een geluidje voor blijheid, voor angst, voor boosheid en verdriet. Als je een depressie hebt, staan alle negatieve geluiden de hele tijd vol aan. Het blijdschap-geluid hoor je niet meer, dat komt er niet meer bovenuit. Dat gevoel had ik. Alles in mijn hoofd draaide. Ik wist niet meer wat ik moest voelen, wat ik moest denken. ,,In november 2013 ben ik gesteriliseerd. Tegelijk met mijn borsten werd mijn baarmoeder verwijderd. Ik had de operaties gecombineerd zodat ik niet twee keer een herstelperiode zou hebben. Ik zat nog op school en had het zo geregeld dat het in de stageperiode zou vallen. Om niets te missen, heb ik dat jaar tijdens andere stages extra veel uren gewerkt.",NRC Handelsblad,Krant,,,,,https://advance.lexis.com/api/document?collection=news&id=urn:contentItem:61FC-8X21-JC5G-12HP-00000-00&context=1519360&sourcegroupingtype=G,NRC 2019-2021 hele sample.XLSX,NRC,2936
