Titel,Datum,Plaats van publicatie,Publicatie,Publicatietype,Lengte,Sectie,Lengte.1,Landen,Auteur,Agg-copyright,Cite,Bedrijf,Titel.1,Hlead,Publicatie.1,Publicatietype.1,Pub-copyright,Weergeven,Termen,Ticker,Source,YearMonth,Week
"Genderemancipatie in de kinderschoenen: waar de homo in de jaren zeventig stond, staat de (non-)binair nu",2023-10-21,International,Algemeen Dagblad,News,324,,324,"Netherlands, Kingdom of the",Dennis Captein,,,,"Genderemancipatie in de kinderschoenen: waar de homo in de jaren zeventig stond, staat de (non-)binair nu","Genderemancipatie in de kinderschoenen: waar de homo in de jaren zeventig stond, staat de (non-)binair nu Ik hoor het mijn ooms nog zeggen toen de eerste homofiele neef zich in onze familie openbaarde. Zij deden het af als aandachtzoekerij. Ach, het waren gelovige boeren en homo-emancipatie stond in de zeventiger jaren nog in de kinderschoenen.",AD/Algemeen Dagblad.nl,Web Publicatie,,,,,AD 2022-2023 hele sample.XLSX,2023-10,42
"Juul werd ziek na te zijn geboren in een verkeerd lichaam, dansen bracht redding: 'Alsof ik een oerknal voelde’",2023-10-25,International,Algemeen Dagblad,News,1108,,1108,"Netherlands, Kingdom of the",Menno Pols,,,,"Juul werd ziek na te zijn geboren in een verkeerd lichaam, dansen bracht redding: 'Alsof ik een oerknal voelde’","Juul werd ziek na te zijn geboren in een verkeerd lichaam, dansen bracht redding: 'Alsof ik een oerknal voelde’ Vier jaar geleden had Juul Heko Adang uit Wijchen zo veel stress van het leven in een verkeerd lichaam, dat die overwoog een einde aan diens leven te maken. Nu staat die volop in de aandacht met diens stichting Butterfly Upcycling én volgende maand op het podium van ’t Mozaïek. Eerst even over hij, zij en die. Naar een man verwijs je met ‘hij’, naar een vrouw met ‘zij’. Maar hoe verwijs je naar iemand die zich bij geen van beide geslachten thuis voelt, een non-binair persoon? Juist, met ‘die’. De meeste non-binaire personen willen het liefst dat ‘die’ als persoonlijk voornaamwoord gebruikt wordt. Dus doen we dat in dit verhaal. Hetzelfde geldt voor de aanspreekvorm. ‘Meneer’ en ‘mevrouw’ werken allebei niet bij iemand die zichzelf als onzijdig beschouwt. Juul Heko Adang (43) heeft daarom het liefst dat er helemaal geen aanspreekvorm gebruikt wordt. En daarom zeggen we gewoon ‘Juul’.",AD/Algemeen Dagblad.nl,Web Publicatie,,,,,AD 2022-2023 hele sample.XLSX,2023-10,43
Wes regelt dat Nikkie de Jager video's kan maken met wereldsterren: ‘Stond ik ineens naast Lady Gaga’,2023-10-29,International,Algemeen Dagblad,News,1116,,1116,"Netherlands, Kingdom of the",Marjolein Kooyman,,,,Wes regelt dat Nikkie de Jager video's kan maken met wereldsterren: ‘Stond ik ineens naast Lady Gaga’,"Wes regelt dat Nikkie de Jager video's kan maken met wereldsterren: ‘Stond ik ineens naast Lady Gaga’ Het hele leven van de Rotterdamse artiestenmanager Wes van Os (34) draait om de wereldberoemde YouTubester en presentator Nikkie de Jager. Ook al heeft hij zelf niet zoveel met make-up. ,,Ik wilde nooit manager worden, want dan leid je eigenlijk andermans leven.” Overal waar Nikkie gaat, gaat Wes van Os. Zo'n zeven keer per jaar reist hij bijvoorbeeld naar de VS, maar ook naar Engeland en Mexico . ,,Vorige week was ik nog bij de release van het nieuwe album van de Rolling Stones in New York . Stond ik daar naast Daniël Craig en Lady Gaga.” Onder de indruk van beroemdheden is hij niet meer. ,,Maar ik denk dan wel; ‘Wat doe ik hier. Wat heb ik zelf eigenlijk bereikt’. Dat stemmetje in je hoofd, weetjewel. Aan de andere kant het gaat natuurlijk niet om mij maar om Nikkie.” 35 uur per week regelt hij vanaf zijn laptop alle contacten met wereldsterren. Nee, hij mailt ze niet zelf, maar wel met hun managers. Bijvoorbeeld met die van acteur The Rock, waar Nikkie nog heel graag mee samen wil werken en eerder met die van Selina Gomez, Adele en Lady Gaga. ,,Ik probeer het contact warm te houden. Ideetjes te pluggen voor een samenwerking. Een geschikt moment of een aanleiding te vinden.” Gastcollege artist management",AD/Algemeen Dagblad.nl,Web Publicatie,,,,,AD 2022-2023 hele sample.XLSX,2023-10,43
Transgenders en non-binairen voelen zich minder veilig in Overijssel en Gelderland : ‘Wat gaat hier fout?’,2023-10-30,International,Algemeen Dagblad,News,1131,,1131,"Netherlands, Kingdom of the",Niek Megens,,,,Transgenders en non-binairen voelen zich minder veilig in Overijssel en Gelderland : ‘Wat gaat hier fout?’,"Transgenders en non-binairen voelen zich minder veilig in Overijssel en Gelderland : ‘Wat gaat hier fout?’ Transgenders en non-binairen zijn zich de afgelopen twee jaar in Gelderland en Overijssel minder veilig gaan voelen, bijvoorbeeld in het openbaar vervoer. Vaak voelen ze zich niet serieus genomen door de politie als ze incidenten melden. ,,Schokkend’’, vindt voorzitter Heleen Rompelman van COC Zwolle. Tussen 2021 en 2023 is het gevoel van veiligheid en acceptatie bij transgender en non-binaire personen in Oost-Nederland afgenomen. Dat blijkt uit onderzoek in Overijssel en Gelderland van Antidiscriminatievoorziening Vizier in samenwerking met de Radboud Universiteit. Personen die zich tot deze groep rekenen, voelen zich vaker onveilig in het openbaar vervoer. Wel zijn er regionale verschillen.",AD/Algemeen Dagblad.nl,Web Publicatie,,,,,AD 2022-2023 hele sample.XLSX,2023-10,44
Helmonder Sem maakte een theatershow over zijn transitie: 'Ik heb alles kunnen verwerken',2023-10-31,International,Algemeen Dagblad,News,780,,780,"Netherlands, Kingdom of the",Merel van Mol,,,,Helmonder Sem maakte een theatershow over zijn transitie: 'Ik heb alles kunnen verwerken',"Helmonder Sem maakte een theatershow over zijn transitie: 'Ik heb alles kunnen verwerken' Sem Jansen (31) ging in 2018 in transitie. Samen met zijn band besloot hij een theatervoorstelling over deze periode te maken. Nu toeren ze door heel Nederland met de show Who the f*ck is Britt?!. Sem speelt al dertien jaar in Leif de Leeuw Band. Hij begon bij de band als zanger, maar onder de naam Britt. Toen Sem in transitie ging, wilde hij weten wat dit voor zijn stem en zangcarrière zou betekenen. “Ik kon er eigenlijk niets over vinden”, vertelt hij. “Daarom besloot ik samen met de band de transitie en de zoektocht naar mijn nieuwe stem vast te leggen.” In transitie",AD/Algemeen Dagblad.nl,Web Publicatie,,,,,AD 2022-2023 hele sample.XLSX,2023-10,44
Is de wereld klaar voor transvrouw Rikkie (22) als Miss Universe? ‘Heb er niet voor gekozen om me meisje te voelen’,2023-11-05,International,Algemeen Dagblad,News,1893,,1893,"Netherlands, Kingdom of the",Nicole Roelands,,,,Is de wereld klaar voor transvrouw Rikkie (22) als Miss Universe? ‘Heb er niet voor gekozen om me meisje te voelen’,"Is de wereld klaar voor transvrouw Rikkie (22) als Miss Universe? ‘Heb er niet voor gekozen om me meisje te voelen’ Nog voordat ze op het podium van Miss Universe stapt, heeft Rikkie Kollé (22) de wereld van tiara’s en sjerpen op zijn grondvesten doen schudden. Al moet de transvrouw daarvoor naast alle media-aandacht een hoop incasseren, zoals pesterijen en bedreigingen. Maar dat houdt haar niet tegen: ,,Ik ben blij met wie ik ben.’’ De deur van de lesauto gaat open en een stel prachtige, lange benen komt tevoorschijn. Rikkie stapt uit, gehuld in hippe sneakers, spijkerbroek en T-shirt. Een groot contrast met hoe ze eruit zal zien op het podium als ze Nederland vertegenwoordigt tijdens de internationale missverkiezing in El Salvador op 18 november. Dan paradeert ze in bikini en avondjurk voor miljoenen kijkers. Enkele dagen voor vertrek staat de agenda van de Bredase bomvol. Met interviews, een laatste coachingsessie en niet te vergeten het traditionele etentje met voormalige ‘Missen Nederland’ om de winnares van dit jaar een hart onder de riem te steken. En dan is er ook nog een rijles tussen alle afspraken gepland, zodat Rikkie zo snel mogelijk het benodigde papiertje haalt en zelf naar castings en fotoshoots kan rijden.",AD/Algemeen Dagblad.nl,Web Publicatie,,,,,AD 2022-2023 hele sample.XLSX,2023-11,44
De kerk is geen douane',2023-11-13,International,Algemeen Dagblad,News,348,Landelijk;Blz. 13,348,"Netherlands, Kingdom of the",ANGELO VAN SCHAIK,,,,De kerk is geen douane',"De kerk is geen douane' De Katholieke Kerk zet de deur open voor de lhbti-gemeenschap. Paus Franciscus vindt dat transgender personen en kinderen van homoparen het doopsel mogen krijgen en dat lhbti'ers getuige moeten kunnen zijn bij huwelijk of doop. Rooms-Katholieke Kerk verwelkomt lhbti-gemeenschap ,,In de kerk is plaats voor iedereen"", zei Paus Franciscus afgelopen zomer op de wereldjongerendag in Lissabon . Die gedachtegang wordt nu concreet met een document waarin de kerkvader de deur openzet voor de lhbti-gemeenschap. Kinderen van homoparen - geadopteerd, of geboren via IVF of draagmoederschap - moeten gedoopt kunnen worden en ook moeten transgenders peetmoeder of peetvader kunnen worden of getuige kunnen zijn bij een kerkelijk huwelijk. Ook moeten transgender personen kunnen worden gedoopt. Volgens de dicasterie (de onderafdelingen van het bestuursapparaat) van de geloofsleer zijn er geen kerkrechtelijke redenen om gelovigen die van sekse zijn veranderd die rechten te ontzeggen. ,,De kerk is geen douane, het is het vaderlijke huis waar plaats is voor iedereen."" Dat schrijft de dicasterie in een brief, ook getekend door de paus zelf, aan de Braziliaanse bisschop José Negri. Monseigneur Negri schreef in juli een brief aan het Vaticaan, waarin hij vragen stelde over de rechten van lhbti-mensen binnen de kerk. En het verrassende antwoord kwam deze week.",AD/Algemeen Dagblad,Krant,,,,,AD 2022-2023 hele sample.XLSX,2023-11,46
De stemming zit er al lekker in bij het grote lijsttrekkersspektakel,2023-11-18,International,Algemeen Dagblad,News,475,,475,"Netherlands, Kingdom of the",Rob Scheepers,,,,De stemming zit er al lekker in bij het grote lijsttrekkersspektakel,"De stemming zit er al lekker in bij het grote lijsttrekkersspektakel ,,Welkom terug beste kijkers, bij het grote lijsttrekkersspektakel 2023. Voor de commercial break ­zagen we Henri Bontenbal van het CDA heerlijk crompoucen maken. En dat was omdat in een crompouce, net als in het CDA, het beste van twee werelden samenkomt.",AD/Algemeen Dagblad.nl,Web Publicatie,,,,,AD 2022-2023 hele sample.XLSX,2023-11,46
Deventer herdenkt 320 slachtoffers van transfobie: ‘Geen Randstedelijk feestje maar iets wat overal speelt’,2023-11-19,International,Algemeen Dagblad,News,353,,353,"Netherlands, Kingdom of the",Elles Mulder,,,,Deventer herdenkt 320 slachtoffers van transfobie: ‘Geen Randstedelijk feestje maar iets wat overal speelt’,"Deventer herdenkt 320 slachtoffers van transfobie: ‘Geen Randstedelijk feestje maar iets wat overal speelt’ In Deventer is maandagavond een herdenking voor de 320 mensen die afgelopen jaar wereldwijd zijn vermoord omdat ze transgender of genderdivers zijn. Hoewel Pride het leven viert, staat Internationale Transgender Gedenkdag op 20 november voor de keerzijde.",AD/Algemeen Dagblad.nl,Web Publicatie,,,,,AD 2022-2023 hele sample.XLSX,2023-11,46
Dit is waarom vandaag deze vlaggen wapperen op de Peperbus in Zwolle,2023-11-20,International,Algemeen Dagblad,News,240,,240,"Netherlands, Kingdom of the",Robin van Rossum,,,,Dit is waarom vandaag deze vlaggen wapperen op de Peperbus in Zwolle,"Dit is waarom vandaag deze vlaggen wapperen op de Peperbus in Zwolle Lichtblauw, lichtroze en wit. Dat zijn de kleuren van twee vlaggen die je op maandag 20 november ziet wapperen op de Peperbus in Zwolle. Waar staan deze vlaggen voor en waarom hangen ze vandaag uit?",AD/Algemeen Dagblad.nl,Web Publicatie,,,,,AD 2022-2023 hele sample.XLSX,2023-11,47
Docente Eva hield haar hart vast na de verkiezingsuitslag: ‘Ik was bang dat leerlingen zich buitengesloten zouden voelen’,2023-11-24,International,Algemeen Dagblad,News,758,,758,"Netherlands, Kingdom of the",Cornelleke Blok,,,,Docente Eva hield haar hart vast na de verkiezingsuitslag: ‘Ik was bang dat leerlingen zich buitengesloten zouden voelen’,"Docente Eva hield haar hart vast na de verkiezingsuitslag: ‘Ik was bang dat leerlingen zich buitengesloten zouden voelen’ Raphael voelt zich angstig door de winst van Geert Wilders, terwijl zijn klasgenoot Jens juist overtuigd PVV-aanhanger is. De verkiezingsuitslag zorgt voor tegenstellingen in de klas, maar docente Eva Folkerts gaat tóch het gesprek aan. ,,Ik was bang dat sommige leerlingen zich buitengesloten voelden.” Op de SSG Nehalennia in Middelburg zit Raphael elk lesuur naast Jens de Visser (16) uit Middelburg. De twee vwo 6-leerlingen zijn dikke vrienden, maar op politiek gebied staan ze lijnrecht tegenover elkaar. Raphael heeft tijdens de scholierenverkiezingen op zijn school Partij voor de Dieren gestemd, terwijl Jens voor de PVV koos. Waarom? ,,Nou, er zijn bijvoorbeeld te weinig woningen voor studenten”, zegt Jens. ,,Als ik ver weg wil gaan studeren, dan gaat dat niet. En dat komt deels door immigratie. Ik denk dat al die mensen hier niet per se hoeven te komen. Daarnaast heeft de PVV op het gebied van zorg een meer linkse insteek. Ze willen het eigen risico afschaffen en meer voor de mensen zorgen.”",AD/Algemeen Dagblad.nl,Web Publicatie,,,,,AD 2022-2023 hele sample.XLSX,2023-11,47
Ik denk toch niet dat alle PVV-stemmers mij haten',2023-11-25,International,Algemeen Dagblad,News,693,Landelijk;Blz. 3,693,"Netherlands, Kingdom of the",JOSSELIN GORDIJN CHRIS VAN MERSBERGEN,,,,Ik denk toch niet dat alle PVV-stemmers mij haten',"Ik denk toch niet dat alle PVV-stemmers mij haten' De vreugde onder PVV-stemmers was woensdagavond groot. Nogal wat andere Nederlanders werden een dag later juist met een kater wakker. Vier mensen over boude uitspraken van Geert Wilders die hen persoonlijk aangaan. Ammar Alkhatib (35) vluchtte in 2016 uit Syrië. ,,Het was er te gevaarlijk geworden voor me. Het leger stond aan de deur. Ik heb 'doei' gezegd tegen mijn familie en ben gegaan. Nu heb ik ze al meer dan zeven jaar niet gezien. Na een verschrikkelijke reis ben ik in Nederland gekomen. Het voelde vanaf het begin als een veilige thuishaven. De mensen hebben me verwelkomd, omarmd."" Nu is Alkhatib, die in Tilburg woont, ict-consultant. En hij heeft een Nederlands paspoort, waardoor hij afgelopen woensdag kon stemmen. ,,Nee, niet op de PVV. Ik ben blij dat ik in een democratisch land woon, waar mensen zelf kunnen kiezen op wie zij willen stemmen. Maar stemmen is ook een grote verantwoordelijkheid. Ik hoop dat mensen daar goed over nadenken."" Dat mensen een streng migratiebeleid willen, dat begrijpt de geboren Syriër. ,,Je kunt als Nederland geen miljoenen mensen opvangen, dat gaat niet. Maar het punt is: de grenzen zijn al bijna dicht."" En nu? Nu maakt Alkhatib zich zorgen. Niet eens zozeer over het feit dat de PVV de grootste is geworden, zegt hij. ,,Maar wel dat mensen op haat stemmen. Op een partij die de Koran wil verbieden. Die wil bezuinigen op kunst en cultuur. We hebben niet iemand nodig die mensen uit elkaar drijft. We moeten elkaars hand vast houden, bruggen bouwen. Dat is de enige oplossing.""",AD/Algemeen Dagblad,Krant,,,,,AD 2022-2023 hele sample.XLSX,2023-11,47
"Zij voelen zich geraakt door oneliners van Wilders: ‘Zulke harde, onrealistische punten’",2023-11-25,International,Algemeen Dagblad,News,1052,,1052,"Netherlands, Kingdom of the","Josselin Gordijn, Chris van Mersbergen",,,,"Zij voelen zich geraakt door oneliners van Wilders: ‘Zulke harde, onrealistische punten’","Zij voelen zich geraakt door oneliners van Wilders: ‘Zulke harde, onrealistische punten’ De vreugde onder PVV-stemmers was woensdagavond na de verkiezingsmonsterzege groot. Nogal wat andere Nederlanders werden een dag later juist met een kater wakker - en dat maakte het verschil in sociale bubbels soms pijnlijk duidelijk. Vier mensen over uitspraken van Wilders die hen persoonlijk aangaan. „Ik denk ook niet dat alle mensen die op Wilders stemmen mij haten.” Ammar Alkhatib (35) vluchtte in 2016 uit Syrië. ,,Het was er te gevaarlijk geworden voor me. Het leger stond aan de deur. Ik heb ‘doei’ gezegd tegen mijn familie en ben gegaan. Nu heb ik ze al meer dan zeven jaar niet gezien. Ik wist niet waar ik naartoe kon. In veel landen kon je als Syriër niet terecht. In West-Europa wel. Zo ben ik na een verschrikkelijke reis in Nederland gekomen. Het voelde vanaf het begin als een veilige thuishaven. De mensen hebben me verwelkomd, omarmd.”",AD/Algemeen Dagblad.nl,Web Publicatie,,,,,AD 2022-2023 hele sample.XLSX,2023-11,47
"Ryan: ‘Toen ik naar Westland verhuisde, wist de hele straat dat er een homo kwam wonen’",2023-11-28,International,Algemeen Dagblad,News,1053,,1053,"Netherlands, Kingdom of the",Elske Koopman,,,,"Ryan: ‘Toen ik naar Westland verhuisde, wist de hele straat dat er een homo kwam wonen’","Ryan: ‘Toen ik naar Westland verhuisde, wist de hele straat dat er een homo kwam wonen’ In Westland lijkt de regenbooggemeenschap niet heel aanwezig. Die is er wel, maar lang niet iedereen voelt zich vrij om ervoor uit te komen dat hij of zij homo of transgender is. Tekenend is het recente besluit van de gemeenteraad om een seksspreekuur af te schaffen omdat de organisatie daarachter vol zou staan ‘van woke- en LHBTIQA+-gedachtegoed’. Hoewel Ryan van Dijk uit Naaldwijk zich geaccepteerd voelt als homo, loopt hij niet hand in hand met zijn vriend. ,,Toen ik hier met mijn vriend kwam wonen, wist de hele straat dat er een homo kwam wonen. We zijn hier goed ontvangen, maar buiten hand in hand lopen is er voor ons niet bij”, zegt Ryan van Dijk uit Naaldwijk.",AD/Algemeen Dagblad.nl,Web Publicatie,,,,,AD 2022-2023 hele sample.XLSX,2023-11,48
